Tweets,Reformed_Tweets,sentiment_scores,compound_score,sentiment
@LizChavez I can't set my feet on the ground. The missing eyelid people might get me!  ,cant set foot groun missing eyeli people might get,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
@daniela_95616 my english professor would be ashamed. ,english professor woul ashame,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7,wish frog werent becoming extinct,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,Positive
"Came home from Cross County, Tired as ",came home cross county tire,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I don't want to walk home in this snow. Who wants to pick me up? ,ont want walk home snow want pick,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.1531}",0.1531,Positive
"@heidimontag Lauren is being stubborn. she loves you, you love her.  I feel so bad for you, though. it made me cry  lol!",lauren stubborn love love feel ba though mae cry lol,"{'neg': 0.264, 'neu': 0.227, 'pos': 0.509, 'compound': 0.7506}",0.7506,Positive
is grouchy. and wants bmar ,grouchy want bmar,"{'neg': 0.558, 'neu': 0.192, 'pos': 0.25, 'compound': -0.3818}",-0.3818,Negative
"my heart is broken every morning dropping Foo at pre school, now i understand when moms say &quot;he has my heart broken&quot;. ",heart broken every morning ropping foo pre school unerstan mom say quothe heart brokenquot,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
Not feeling well and back hurts ,feeling well back hurt,"{'neg': 0.425, 'neu': 0.125, 'pos': 0.45, 'compound': -0.2023}",-0.2023,Negative
Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now ,im moo chocolate want miniature reeses cup,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}",0.0772,Positive
I can't take this heat! It's like an oven in here. I feel sick nwo ,cant take heat like oven feel sick nwo,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.6608}",-0.6608,Negative
@nick_carter Come to the chat  just 15 minutes  please? http://fanclub.backstreetboys.com/chat.php,come chat 15 minute please,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.3182,Positive
Boredd. Colddd  Internet keeps stuffing up,bore col internet keep stuffing,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
"I had a horrible nightmare last night which affected my sleep, now I'm really tired ",ha horrible nightmare last night affecte sleep im really tire,"{'neg': 0.252, 'neu': 0.576, 'pos': 0.173, 'compound': -0.2732}",-0.2732,Negative
"im lonely  keep me company! 22 female, new york",im lonely keep company 22 female new york,"{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
@Born_4_Broadway Lost  and it was St. Ignacius Prepatory School. Haha.,lost st ignacius prepatory school haha,"{'neg': 0.247, 'neu': 0.43, 'pos': 0.323, 'compound': 0.1779}",0.1779,Positive
@birutagme yeah  it was really depressing... stuff like that gets to me,yeah really epressing stuff like get,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.6077}",0.6077,Positive
"@whoisariston No problem, tongue-in-cheek remark.  Lots of acronyms, but no NZ ",problem tongueincheek remark lot acronym nz,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
@greggrunberg hey you said matt was gonna go all ballistic... i was disappointed  good ep tho mostly,hey sai matt gonna go ballistic isappointe goo ep tho mostly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
ugh horrible ending to the sandra kantu story  prayers go out.,ugh horrible ening sanra kantu story prayer go,"{'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.743}",-0.743,Negative
@danielledeleasa http://twitpic.com/2y1pe - I hate 2 B allergic  i want a puppy soo bad that i've already thought some cool names,hate 2 b allergic want puppy soo ba ive alreay thought cool name,"{'neg': 0.358, 'neu': 0.424, 'pos': 0.218, 'compound': -0.5106}",-0.5106,Negative
Morning folks 7.00 am ..yawn! Up &amp; away to see to horses - hope Twitter is better behaved today!  Last night was a travesty ,morning folk 700 yawn amp away see horse hope twitter better behave toay last night travesty,"{'neg': 0.164, 'neu': 0.578, 'pos': 0.258, 'compound': 0.2732}",0.2732,Positive
@QuanDotCom I miss mine too! ,miss mine,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.1531}",-0.1531,Negative
@AmandaEnglund Sorry to hear about your loss.     There have been many this year so far.,sorry hear loss many year far,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negative
@nicolerichie Gossip Girl was a repeat ,gossip girl repeat,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.1779}",-0.1779,Negative
@InYourEyes2410 I reckon ,reckon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
finding it really hard to use twitter ,fining really har use twitter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I've been stuck in this house for two days ,ive stuck house two ays,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
is really sad and doesn't really know y!!??!!! ,really sa oes really know,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@thousand_miles no ,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Maybe one of these years I'll get a tax return.  A girl can dream, right?",maybe one year ill get tax return girl ream right,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
"Back at work, tired as hell and i feel a cold coming ",back work tire hell feel col coming,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative
@clarianne @Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH ,april 9th isnt coming soon enough,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@hannahsix cream for his eye and he may have herpes - not ocular herpes, but a different strain.    He's doing okay though.",cream eye may herpes ocular herpes ifferent strain oing okay though,"{'neg': 0.099, 'neu': 0.744, 'pos': 0.157, 'compound': 0.1779}",0.1779,Positive
gotta repeat  whole art folio cuz old one with a whole terms work got wet ,gotta repeat whole art folio cuz ol one whole term work got wet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I'm ready for the weekend already. It's only Monday. ,im reay weeken alreay monay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now! ,umm nopethink im insomniac plus got fluilll sleepin like phuckin fish outta water minute,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.3612,Positive
"has Finland sleeping for the night, not really enough time ",finlan sleeping night really enough time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest ,cant wait try em prolly wait next weeken earliest,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Shiner is taking up all my bed and blankets! ,shiner taking blanket,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@clarianne APRIL 9TH ISN'T COMING SOON ENOUGH ,april 9th isnt coming soon enough,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
wants to cry ,want cry,"{'neg': 0.705, 'neu': 0.0, 'pos': 0.295, 'compound': -0.4215}",-0.4215,Negative
I need to go to the bank tomorrow before I go broke... ,nee go bank tomorrow go broke,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
"This earthquake in italy has me sadden.  it's only three hours away from naples, where my family is ",earthquake italy saen three hour away naples family,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"i should be sleeping, i have a stressed out week coming to me. ",shoul sleeping stresse week coming,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@dragoneer Yea   I am working tp hack my server to do the 12player thing for folks,yea working tp hack server 12player thing folk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
has hurt her ankle!! and is going to the dr ,hurt ankle going r,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
@raymondroman oh noes. how did you manage to send something to the trash can AND empty it without noticing! i feel for ya ,oh no manage sen something trash empty without noticing feel ya,"{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Negative
Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper ,lost free copy raioactive cant put ipo grran cant go buy nother coz came paper,"{'neg': 0.124, 'neu': 0.699, 'pos': 0.177, 'compound': 0.25}",0.25,Positive
doing make up shit ,oing make shit,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
"Photoshop, I hate it when you crash ",photoshop hate crash,"{'neg': 0.865, 'neu': 0.135, 'pos': 0.0, 'compound': -0.7506}",-0.7506,Negative
vacations makes me feel sick! ,vacation make feel sick,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
you shouldn't have gone ,shoulnt gone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
listening to Murd and 9th wonder- just chillen out missing my crazy sex life  ,listening mur 9th woner chillen missing crazy sex life,"{'neg': 0.397, 'neu': 0.603, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
"@louie094: shooting!?!! be careful, luisa ",shooting careful luisa,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.1531}",0.1531,Positive
@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?,im sure everyone ruine gift whitney serious cell oing easter well,"{'neg': 0.083, 'neu': 0.449, 'pos': 0.468, 'compound': 0.7184}",0.7184,Positive
is at Beso in Hollywood... so tired ,beso hollywoo tire,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"I don't want to wake up early tomorrow.  Damn you, work!",ont want wake early tomorrow amn work,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}",0.0772,Positive
just finished watching the movie Prayers for Bobby. Broke my heart ,finishe watching movie prayer bobby broke heart,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
@syekr is myki really horrible? ,myki really horrible,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5849}",-0.5849,Negative
@stephenkruiser i had 2 put my dog down today too  someone ran her over,ha 2 put og toay someone ran,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",0.34,Positive
@NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!! ,sorry hear nf run tonight always risk get ba coors ftf,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
"@Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops ",get isgruntle people wrote esn 1000 hit one ay mae bill pull 250 top,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2023}",0.2023,Positive
"@moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best! ",ohh omg lmao im cry right lol kutnerrrr best,"{'neg': 0.163, 'neu': 0.263, 'pos': 0.574, 'compound': 0.8316}",0.8316,Positive
came back from running and took a shower...why does my lower stomach still hurt after exercising? ,came back running took showerwhy oes lower stomach still hurt exercising,"{'neg': 0.384, 'neu': 0.616, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative
watching Fallon with mom and working on a project...school is hard ,watching fallon mom working projectschool har,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
56 min till home time and counting! I have a craving to visit the MAC store but they will have closed by the time I get there ,56 min till home time counting craving visit mac store close time get,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@stephenkruiser I am so sorry to hear that!  Take care!,sorry hear take care,"{'neg': 0.2, 'neu': 0.308, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive
@PaulColes  hmmm...greed is good when it motivates the individual to do better-not so much when it takes away from others ,hmmmgree goo motivates iniviual betternot much take away others,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@GABBYiSACTiVE brat! You have to rub it in, don't you.... I want a mocha ",brat rub ont want mocha,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.0772}",0.0772,Positive
KUTNERRRR!  WHY??? WHY??????  And to think that 13 is still on the show?? UGH. Kutner/Kal Penn - you've been the bright star in Ho ...,kutnerrrr think 13 still show ugh kutnerkal penn youve bright star ho,"{'neg': 0.178, 'neu': 0.637, 'pos': 0.185, 'compound': 0.0258}",0.0258,Positive
@redvinylgirl my mom has it. I wish you the best of luck ,mom wish best luck,"{'neg': 0.0, 'neu': 0.092, 'pos': 0.908, 'compound': 0.872}",0.872,Positive
I so hate homeworks -.- My head hurts so bad ,hate homework hea hurt ba,"{'neg': 0.703, 'neu': 0.297, 'pos': 0.0, 'compound': -0.7964}",-0.7964,Negative
got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up ,got ebay blue item want jumpe bier 100 hour still 3 hour go better get hope,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.7269}",0.7269,Positive
@gigdiary I know -  was a little depressed that we ate so much last night there were no leftovers today ,know little epresse ate much last night leftover toay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... ",well pc living room suffere fatal partion lost itunes library gone ocs pic,"{'neg': 0.324, 'neu': 0.559, 'pos': 0.117, 'compound': -0.5719}",-0.5719,Negative
sad day: manu out for the season ,sa ay manu season,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@stephenkruiser You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel ,poor spunkyits samy rotti mae 10 ha go pathi know feel,"{'neg': 0.214, 'neu': 0.621, 'pos': 0.166, 'compound': -0.1779}",-0.1779,Negative
im sooo sad right now  i need a hug,im sooo sa right nee hug,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.4767}",0.4767,Positive
"wants her step brother home  im so worried, you dont even know. i hope he knows how much i care for him...",want step brother home im worrie ont even know hope know much care,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.7506}",0.7506,Positive
@heidimontag just got done watching the hills! loved it! excited for the next episode! and im sad this is the last season! ,got one watching hill love excite next episoe im sa last season,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.8074}",0.8074,Positive
@ryanmwilson aww that stinks!  *hugs*,aww stink hug,"{'neg': 0.397, 'neu': 0.147, 'pos': 0.456, 'compound': 0.1027}",0.1027,Positive
"I'm tired. I feel like crap. And the world feels all crummy. Make me happy, USB disco mouse. ",im tire feel like crap worl feel crummy make happy usb isco mouse,"{'neg': 0.138, 'neu': 0.532, 'pos': 0.33, 'compound': 0.5574}",0.5574,Positive
"i dont want to believe what im reading...buu,so sad ",ont want believe im reaingbuuso sa,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0772,Positive
Wondering why gamebattles is down ,wonering gamebattles,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
White trash vs us... We were outnumbered.  http://twitpic.com/2y3jp,white trash v u outnumbere,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@emitstop So true, I have it and don't use it ",true ont use,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,Positive
"Spring break is here at last, but no one is here to celebrate ",spring break last one celebrate,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,Positive
Morning! Bah Car won't start.. waiting for the ANWB.... ,morning bah car wont start waiting anwb,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@katebornstein which is pretty anti memorial tattoos   but for all but the strictest, there's no official BAN, just disapproving family",pretty anti memorial tattoo strictest official ban isapproving family,"{'neg': 0.391, 'neu': 0.397, 'pos': 0.212, 'compound': -0.4019}",-0.4019,Negative
"Balamurugan, a longterm member of the team is leaving this month. We'll miss working with him  hope he does well in his next venture",balamurugan longterm member team leaving month well miss working hope oes well next venture,"{'neg': 0.086, 'neu': 0.535, 'pos': 0.38, 'compound': 0.6705}",0.6705,Positive
@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know. ,sa knowing foun boy crazy worl live chil eserves ya know,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
"I wanna rock a Maxi dress @ Coachella, but lacking funding ",wanna rock maxi res coachella lacking funing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Of course the baby is screaming in the crib the night before my first day back at work.  So I let him cry it out? Boooo,course baby screaming crib night first ay back work let cry boooo,"{'neg': 0.363, 'neu': 0.637, 'pos': 0.0, 'compound': -0.6908}",-0.6908,Negative
"I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!",home missing baby busy week ahea fri chill ay guy ki egg hunt sat spiral mb sat night easter,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
@FollowSavvy I never found her. everytime I click on her twitter thing through your myspace..... it goes to some dude's page ,never foun everytime click twitter thing myspace go ue page,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@stephenkruiser that's horrible  sorryto hear that.,horrible sorryto hear,"{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative
@David_Henrie i cant find it! it says dtmafiaofficial doesnt exist!there's jus 1 dtmafia i found n u dun seem to b followin it  wht to do?,cant fin say tmafiaofficial oesnt existthere jus 1 tmafia foun n u un seem b followin wht,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
i thought you would support me on this ,thought woul support,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,Positive
"augh, eff sarth  i stole some of MIL's nail polish, its pretty! =o",augh eff sarth stole mil nail polish pretty,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.4939}",0.4939,Positive
Wishes I was on the Spring Fling Tour with Dawn &amp; neecee Sigh  G'knight,wish spring fling tour awn amp neecee sigh gknight,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.4215}",0.4215,Positive
The Hoyts Distribution NZ website isn't working for me. Great. And it HAS to be like this when I need it most ,hoyts istribution nz website isnt working great like nee,"{'neg': 0.436, 'neu': 0.564, 'pos': 0.0, 'compound': -0.6602}",-0.6602,Negative
@crummyasshole i don't like that they only had him in the first movie  cillian murphy is hot ,ont like ha first movie cillian murphy hot,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.5994}",0.5994,Positive
wishes for good old cartoons to come back. ie: Captain Planet! Where's Wally! Daria! (sadness  ),wish goo ol cartoon come back ie captain planet wally aria saness,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.4019,Positive
not feeling v good abt myself ,feeling v goo abt,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.128}",0.128,Positive
i just got a text from sarah ,got text sarah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Another day at centre point - this time an early start so guessing train will be rammed with commuters ,another ay centre point time early start guessing train ramme commuter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash ",four game fall moern warfare 2 halo 3 ost brutal legen bioshock 2 nee cash,"{'neg': 0.387, 'neu': 0.613, 'pos': 0.0, 'compound': -0.743}",-0.743,Negative
"@d_castillo ugh, that's disconcerting ",ugh isconcerting,"{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
@Devinthedude007 actually the whole site has finally been taken over by those damn russians ,actually whole site finally taken amn russian,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MY TWEETS ARENT GOING THROUGH ,tweet arent going,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Just finished a delicious breakfast, my last in Paris  I'll miss milk, europe has the tastiest milk in the world, I don't drink it in US.",finishe elicious breakfast last paris ill miss milk europe tastiest milk worl ont rink u,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
"iLearn is down and out, great considering finals are this week... ",ilearn great consiering final week,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive
@Carmonium i'm stressed outttt ,im stresse outttt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Also I shouldve Bern asleep an hour ago ,also shoulve bern asleep hour ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see.,trying figure twitter thingnone friens yet soo much see,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background,repinging custom icon mae look cool eges coul le square might look ba iff backgroun,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.3182}",0.3182,Positive
I want to be back in LA ,want back la,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}",0.0772,Positive
@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. ,unno use forum get frustrate ill miss talking,"{'neg': 0.597, 'neu': 0.403, 'pos': 0.0, 'compound': -0.7506}",-0.7506,Negative
@lilbucknuts41 not an option ,option,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@georgeruiz Unfortunately one of those moments wasn't a giant squid monster. ,unfortunately one moment wasnt giant squi monster,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
@thestar_rage I want one too    is the branch in MidV open too?,want one branch miv open,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.0772}",0.0772,Positive
"@daNanner aw, sorry to hear that. ",aw sorry hear,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative
"Change of plans, we ordered Macs instead. Time to hit the books! ",change plan orere mac instea time hit book,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@polhillian YUP. ,yup,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK ,see onnie tweet stats almost 700 repliesan jrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@tim_grainger nah, I haven't received my stimulus yet ",nah havent receive stimulus yet,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negative
@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak ,seen ur tweet plz write bak u get havnt got one reply bak,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.0772}",0.0772,Positive
@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago ,awwwww trying go sleep 3 hour ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them.",im sorry hear always sa lose close u love,"{'neg': 0.303, 'neu': 0.379, 'pos': 0.318, 'compound': 0.296}",0.296,Positive
cant sleep but im still feelin like a piece of shit ,cant sleep im still feelin like piece shit,"{'neg': 0.298, 'neu': 0.496, 'pos': 0.207, 'compound': -0.2732}",-0.2732,Negative
@stephenkruiser oh  my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*,oh sympathy har ecision always hope ol borer collie go sleep 14 hug,"{'neg': 0.074, 'neu': 0.476, 'pos': 0.45, 'compound': 0.7964}",0.7964,Positive
@josephheustess ...well there was this really cool part where... i wont spoil it ,well really cool part wont spoil,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.5709}",0.5709,Positive
@limbecky I'm doing the time warp without you and am sad. ,im oing time warp without sa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march ",true lol still slap face warm en march,"{'neg': 0.0, 'neu': 0.305, 'pos': 0.695, 'compound': 0.7964}",0.7964,Positive
I hate converting movies just to put em on my itouch ,hate converting movie put em itouch,"{'neg': 0.425, 'neu': 0.575, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
gross i have a pimple ,gross pimple,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol,yea manaaaaaaaaaaaaaaaaaaaam marwan accent lol,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,Positive
one less follower tonight ,one le follower tonight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.,mom last night brb figure whether burne,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I feel like I am the only &quot;twitterer&quot; not on TweetDeck. ,feel like quottwittererquot tweeteck,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,Positive
@Wyldceltic1 He has Karate tournament in 8 weeks  ,karate tournament 8 week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
